country,year,population,gdp_for_year,gdp_per_capita
New Zealand,2001,3599090,"53,872,425,917",14968
New Zealand,2002,3659190,"66,627,729,311",18208
New Zealand,2003,3729420,"88,250,885,550",23663
New Zealand,2004,3802510,"103,904,537,815",27325
New Zealand,2005,3849280,"114,718,721,397",29803
New Zealand,2006,3898600,"111,608,845,081",28628
New Zealand,2007,3935450,"137,316,087,308",34892
New Zealand,2008,3968450,"133,279,679,483",33585
New Zealand,2009,4009980,"121,338,622,025",30259
New Zealand,2010,4055470,"146,583,831,538",36145
New Zealand,2011,4090460,"168,461,998,741",41184
New Zealand,2012,4120870,"176,192,886,551",42756
New Zealand,2013,4129770,"190,785,204,764",46198
Nicaragua,2010,5107427,"8,758,622,329",1715
Nicaragua,2011,5177921,"9,774,316,692",1888
Nicaragua,2012,5251443,"10,532,001,130",2006
Nicaragua,2013,5326935,"10,982,972,256",2062
Nicaragua,2014,5402424,"11,880,438,824",2199
Nicaragua,2015,5476483,"12,611,087,031",2303
Norway,1986,3911700,"78,693,253,276",20117
Norway,1987,3929500,"94,230,055,659",23980
Norway,1988,3946600,"101,900,260,856",25820
Norway,1989,3955800,"102,633,789,558",25945
Norway,1990,3961300,"119,791,683,308",30240
Norway,1991,3972600,"121,872,464,483",30678
Norway,1992,3989800,"130,838,040,068",32793
Norway,1993,4010500,"120,579,072,751",30066
Norway,1994,4033300,"127,131,461,120",31520
Norway,1995,4055900,"152,027,402,450",37483
Norway,1996,4078000,"163,517,783,497",40098
Norway,1997,4102100,"161,354,369,893",39335
Norway,1998,4129400,"154,165,219,812",37334
Norway,1999,4159745,"162,286,003,693",39013
Norway,2000,4168315,"171,315,639,983",41099
Norway,2001,4215103,"174,003,247,439",41281
Norway,2002,4243689,"195,418,347,153",46049
Norway,2003,4273124,"228,752,436,372",53533
Norway,2004,4301960,"264,357,494,659",61450
Norway,2005,4335092,"308,722,079,938",71215
Norway,2006,4372103,"345,424,664,369",79007
Norway,2007,4417369,"401,082,621,083",90797
Norway,2008,4472089,"462,554,432,624",103431
Norway,2009,4527536,"386,622,457,580",85394
Norway,2010,4582885,"429,130,952,709",93638
Norway,2011,4643300,"498,831,558,926",107430
Norway,2012,4706585,"510,229,136,227",108408
Norway,2013,4767605,"523,502,127,660",109804
Norway,2014,4827178,"499,338,534,779",103443
Norway,2015,4882909,"386,663,139,403",79187
Oman,2009,2607549,"48,388,296,489",18557
Oman,2010,2748440,"58,642,392,718",21337
Oman,2014,3631098,"81,076,723,017",22328
Panama,1985,1899700,"6,541,517,100",3443
Panama,1986,1939900,"6,797,834,200",3504
Panama,1987,1980800,"6,827,665,300",3447
Panama,1988,2064310,"5,902,783,400",2859
Panama,1989,2112479,"5,918,469,800",2802
Panama,1996,2472851,"9,870,494,000",3992
Panama,1997,2526210,"10,677,286,100",4227
Panama,1998,2579433,"11,575,486,400",4488
Panama,1999,2633348,"12,130,252,200",4606
Panama,2000,2688510,"12,304,115,000",4577
Panama,2001,2742982,"12,502,013,400",4558
Panama,2002,2800046,"12,994,310,400",4641
Panama,2003,2858964,"13,693,981,200",4790
Panama,2004,2918453,"15,013,381,700",5144
Panama,2005,2977595,"16,374,393,900",5499
Panama,2006,3037959,"18,141,666,300",5972
Panama,2007,3097138,"21,295,984,200",6876
Panama,2008,3155636,"25,155,888,600",7972
Panama,2009,3214513,"27,116,635,600",8436
Panama,2010,3274415,"29,440,287,600",8991
Panama,2011,3334191,"34,686,224,300",10403
Panama,2012,3395244,"40,429,734,400",11908
Panama,2013,3457387,"45,599,994,000",13189
Panama,2014,3520213,"49,921,464,400",14181
Panama,2015,3583382,"54,315,722,500",15158
Paraguay,1985,3077314,"2,966,234,106",964
Paraguay,1986,3167535,"3,439,716,562",1086
Paraguay,1987,3261975,"3,778,316,380",1158
Paraguay,1989,3459176,"4,599,970,618",1330
Paraguay,1990,3560229,"5,695,201,563",1600
Paraguay,1991,3662812,"6,984,367,763",1907
Paraguay,1994,3972517,"7,870,982,171",1981
Paraguay,1995,4076758,"9,062,131,308",2223
Paraguay,1996,4181422,"9,788,391,733",2341
Paraguay,1997,4284973,"9,965,225,497",2326
Paraguay,1998,4388094,"9,024,567,484",2057
Paraguay,1999,4492220,"8,392,549,702",1868
Paraguay,2000,4598158,"8,195,993,231",1782
Paraguay,2001,4701314,"7,662,595,076",1630
Paraguay,2002,4809921,"6,325,151,760",1315
Paraguay,2003,4920489,"6,588,103,836",1339
Paraguay,2004,5027301,"8,033,877,360",1598
Paraguay,2005,5126457,"8,734,653,809",1704
Paraguay,2006,5223460,"10,646,157,920",2038
Paraguay,2007,5307169,"13,794,910,634",2599
Paraguay,2008,5382169,"18,504,130,753",3438
Paraguay,2009,5456220,"15,929,902,138",2920
Paraguay,2010,5534703,"20,030,528,043",3619
Paraguay,2011,5610499,"25,099,681,461",4474
Paraguay,2012,5695283,"24,595,319,574",4319
Paraguay,2013,5786207,"28,965,906,502",5006
Paraguay,2014,5877594,"30,881,166,852",5254
Philippines,1992,55304684,"52,976,344,929",958
Philippines,1993,56781569,"54,368,083,953",957
Philippines,1997,62772694,"82,344,260,571",1312
Philippines,1998,64252614,"72,207,028,767",1124
Philippines,1999,65740201,"82,995,145,792",1262
Philippines,2000,67243482,"81,026,300,311",1205
Philippines,2001,68738092,"76,262,072,468",1109
Philippines,2002,70256443,"81,357,605,642",1158
Philippines,2003,71781489,"83,908,206,648",1169
Philippines,2006,76435755,"122,210,716,310",1599
Philippines,2007,78008654,"149,359,918,060",1915
Philippines,2008,79595888,"174,195,136,253",2188
Philippines,2009,81193855,"168,334,601,260",2073
Philippines,2010,82760992,"199,590,775,189",2412
Philippines,2011,84201767,"224,143,083,707",2662
Poland,1990,35164800,"65,977,749,037",1876
Poland,1991,35396300,"85,500,935,935",2416
Poland,1992,35605400,"94,337,050,693",2650
Poland,1993,35792600,"96,045,645,026",2683
Poland,1994,35960000,"110,803,391,517",3081
Poland,1995,36104900,"142,137,319,588",3937
Poland,1996,36243300,"159,942,880,457",4413
Poland,1999,36575200,"169,717,677,901",4640
Poland,2000,36233344,"171,885,598,583",4744
Poland,2001,36295390,"190,521,263,343",5249
Poland,2002,36347498,"198,680,637,255",5466
Poland,2003,36353775,"217,513,049,292",5983
Poland,2004,36371596,"255,102,252,843",7014
Poland,2005,36371365,"306,125,173,853",8417
Poland,2006,36348232,"344,748,646,558",9485
Poland,2007,36310843,"429,063,549,984",11816
Poland,2008,36262711,"533,815,789,474",14721
Poland,2009,36223402,"439,796,160,379",12141
Poland,2010,36027791,"479,321,460,551",13304
Poland,2011,36008237,"528,832,185,770",14686
Poland,2012,36013446,"500,360,816,828",13894
Poland,2013,36023694,"524,234,322,597",14552
Poland,2014,36059630,"545,179,584,720",15119
Poland,2015,36086575,"477,355,617,456",13228
Portugal,1985,9313930,"27,118,476,174",2912
Portugal,1986,9349248,"38,749,715,722",4145
Portugal,1987,9378989,"48,187,667,853",5138
Portugal,1988,9400481,"56,352,797,354",5995
Portugal,1989,9415270,"60,600,056,659",6436
Portugal,1990,9420814,"78,721,607,509",8356
Portugal,1991,9410507,"89,242,382,961",9483
Portugal,1992,9401557,"107,602,689,041",11445
Portugal,1993,9410082,"95,019,103,603",10098
Portugal,1994,9436009,"99,698,453,261",10566
Portugal,1995,9473844,"118,133,634,072",12469
Portugal,1996,9515960,"122,629,812,841",12887
Portugal,1997,9564579,"117,046,198,971",12237
Portugal,1998,9617110,"123,981,736,420",12892
Portugal,1999,9671357,"127,465,545,493",13180
Portugal,2000,9740085,"118,358,489,958",12152
Portugal,2001,9809536,"121,545,880,984",12391
Portugal,2002,9859832,"134,228,697,534",13614
Portugal,2003,9895009,"164,964,195,260",16671
Portugal,2007,10005713,"240,169,336,162",24003
Portugal,2008,10030640,"262,007,590,450",26121
Portugal,2009,10049918,"243,745,748,819",24254
Portugal,2010,10066628,"238,303,443,425",23673
Portugal,2011,10062815,"244,895,101,712",24337
Portugal,2012,10029396,"216,368,178,659",21573
Portugal,2013,9985074,"226,073,492,966",22641
Portugal,2014,9944433,"229,629,822,122",23091
Puerto Rico,1985,3082500,"20,289,200,000",6582
Puerto Rico,1986,3143200,"22,009,300,000",7002
Puerto Rico,1987,3189400,"24,025,800,000",7533
Puerto Rico,1988,3235600,"26,385,800,000",8155
Puerto Rico,1989,3283800,"28,161,200,000",8576
Puerto Rico,1990,3204000,"30,603,919,000",9552
Puerto Rico,1991,3237200,"32,287,031,000",9974
Puerto Rico,1992,3287900,"34,630,430,000",10533
Puerto Rico,1993,3312472,"36,922,456,000",11146
Puerto Rico,1994,3343624,"39,690,630,000",11871
Puerto Rico,1995,3375154,"42,647,331,000",12636
Puerto Rico,1996,3401823,"45,340,835,000",13328
Puerto Rico,1997,3432757,"48,187,039,000",14037
Puerto Rico,1998,3464834,"54,086,400,000",15610
Puerto Rico,1999,3492721,"57,841,000,000",16560
Puerto Rico,2000,3511947,"61,701,800,000",17569
Puerto Rico,2001,3522212,"69,208,400,000",19649
Puerto Rico,2002,3523951,"71,623,500,000",20325
Puerto Rico,2003,3519026,"74,827,400,000",21264
Puerto Rico,2004,3511462,"80,322,313,000",22874
Puerto Rico,2005,3504599,"83,914,521,300",23944
Puerto Rico,2006,3499036,"87,276,164,400",24943
Puerto Rico,2007,3493631,"89,524,131,600",25625
Puerto Rico,2008,3488811,"93,639,316,000",26840
Puerto Rico,2009,3484474,"96,385,638,000",27661
Puerto Rico,2010,3480379,"98,381,268,000",28267
Puerto Rico,2011,3475298,"100,351,670,000",28876
Puerto Rico,2012,3472672,"101,564,800,000",29247
Puerto Rico,2013,3471665,"102,450,000,000",29510
Puerto Rico,2014,3470956,"102,445,800,000",29515
Puerto Rico,2015,3469521,"103,143,500,000",29728
Qatar,1995,463449,"8,137,911,978",17559
Qatar,2001,539483,"17,538,461,538",32510
Qatar,2004,697191,"31,734,065,934",45517
Qatar,2005,796618,"44,530,494,505",55899
Qatar,2006,940090,"60,882,142,857",64762
Qatar,2007,1115479,"79,712,087,912",71460
Qatar,2008,1310465,"115,270,054,945",87961
Qatar,2009,1506649,"97,798,351,648",64911
Qatar,2010,1689592,"125,122,306,346",74055
Qatar,2011,1854081,"167,775,274,725",90490
Qatar,2012,2003149,"186,833,516,484",93270
Qatar,2013,2135349,"198,727,747,253",93066
Qatar,2014,2251682,"206,224,725,275",91587
Qatar,2015,2354147,"164,641,483,516",69937
Qatar,2016,2213121,"152,451,923,077",62484
Republic of Korea,1985,36716700,"100,273,097,170",2731
Republic of Korea,1986,37540400,"115,537,126,326",3078
Republic of Korea,1987,38114900,"146,133,338,196",3834
Republic of Korea,1988,38700500,"196,964,195,387",5089
Republic of Korea,1989,39171500,"243,526,047,717",6217
Republic of Korea,1990,39589500,"279,349,355,714",7056
Republic of Korea,1991,39993700,"325,734,233,313",8145
Republic of Korea,1992,40371200,"350,051,111,253",8671
Republic of Korea,1993,40754800,"386,302,839,274",9479
Republic of Korea,1994,41145300,"455,602,962,225",11073
Republic of Korea,1995,42076400,"556,130,926,913",13217
Republic of Korea,1996,42507100,"598,099,073,901",14071
Republic of Korea,1997,42956100,"557,503,074,772",12978
Republic of Korea,1998,43395700,"374,241,351,752",8624
Republic of Korea,1999,43817300,"485,248,229,337",11074
Republic of Korea,2000,44271743,"561,633,125,840",12686
Republic of Korea,2001,44710865,"533,052,076,314",11922
Republic of Korea,2002,45110041,"609,020,054,512",13501
Republic of Korea,2003,45455888,"680,520,724,062",14971
Republic of Korea,2004,45779970,"764,880,644,711",16708
Republic of Korea,2005,46151884,"898,137,194,716",19460
Republic of Korea,2006,46513964,"1,011,797,457,139",21753
Republic of Korea,2007,46814207,"1,122,679,154,632",23982
Republic of Korea,2008,47101747,"1,002,219,052,968",21278
Republic of Korea,2009,47380017,"901,934,953,365",19036
Republic of Korea,2010,47598615,"1,094,499,338,703",22994
Republic of Korea,2011,47798017,"1,202,463,682,634",25157
Republic of Korea,2012,48020985,"1,222,807,284,485",25464
Republic of Korea,2013,48248224,"1,305,604,981,272",27060
Republic of Korea,2014,48465917,"1,411,333,926,201",29120
Republic of Korea,2015,48671752,"1,382,764,027,114",28410
Romania,1989,21344500,"42,105,263,158",1973
Romania,1990,21401900,"38,995,454,545",1822
Romania,1991,21458000,"28,998,684,211",1351
Romania,1992,21227100,"25,121,666,667",1183
Romania,1993,21307600,"26,362,894,737",1237
Romania,1994,21386000,"30,074,440,483",1406
Romania,1995,21451300,"37,662,075,750",1756
Romania,1996,21397300,"37,182,938,696",1738
Romania,1997,21369000,"35,838,588,170",1677
Romania,1998,21338400,"41,976,002,704",1967
Romania,1999,21310800,"36,183,003,978",1698
Romania,2000,21290400,"37,438,527,800",1758
Romania,2001,21272887,"40,716,836,998",1914
Romania,2002,20700580,"46,174,557,556",2231
Romania,2003,20656841,"59,867,801,205",2898
Romania,2004,20610767,"76,216,441,462",3698
Romania,2005,20569960,"99,697,566,668",4847
Romania,2006,20526561,"123,533,036,668",6018
Romania,2007,20475026,"175,933,642,292",8593
Romania,2008,20433803,"213,605,065,703",10454
Romania,2009,20390882,"172,611,845,342",8465
Romania,2010,20348649,"166,658,327,827",8190
Romania,2011,20291701,"184,367,381,749",9086
Romania,2012,19041594,"171,664,638,717",9015
Romania,2013,19003345,"191,549,024,911",10080
Romania,2014,18952235,"199,493,490,983",10526
Romania,2015,18863927,"177,911,101,680",9431
Romania,2016,16644905,"187,805,922,349",10020
Russian Federation,1989,135443800,"506,500,173,960",3740
Russian Federation,1990,136398200,"516,814,274,022",3789
Russian Federation,1991,137283000,"517,962,962,963",3773
Russian Federation,1992,138118900,"460,290,556,901",3333
Russian Federation,1993,137692800,"435,083,713,851",3160
Russian Federation,1994,138476200,"395,077,301,248",2853
Russian Federation,1995,139087100,"395,531,066,563",2844
Russian Federation,1996,139272600,"391,719,993,757",2813
Russian Federation,1997,139283200,"404,926,534,140",2907
Russian Federation,1998,139122100,"270,953,116,950",1948
Russian Federation,1999,138717800,"195,905,767,669",1412
Russian Federation,2000,138205695,"259,708,496,267",1879
Russian Federation,2001,137521509,"306,602,673,980",2229
Russian Federation,2002,136590900,"345,110,438,692",2527
Russian Federation,2003,137019868,"430,347,770,732",3141
Russian Federation,2004,137071699,"591,016,690,743",4312
Russian Federation,2005,136162191,"764,017,107,992",5611
Russian Federation,2006,135357462,"989,930,542,279",7313
Russian Federation,2007,134778964,"1,299,705,247,686",9643
Russian Federation,2008,134385949,"1,660,844,408,500",12359
Russian Federation,2009,134085433,"1,222,643,696,992",9118
Russian Federation,2010,134865987,"1,524,916,112,079",11307
Russian Federation,2011,134745874,"2,051,661,732,060",15226
Russian Federation,2012,134668522,"2,210,256,976,945",16413
Russian Federation,2013,134713962,"2,297,128,039,058",17052
Russian Federation,2014,134713962,"2,063,662,665,172",15319
Russian Federation,2015,137018943,"1,368,400,705,491",9987
Saint Kitts and Nevis,1990,39100,"208,740,444",5339
Saint Kitts and Nevis,1991,39100,"209,880,963",5368
Saint Kitts and Nevis,1992,39100,"229,434,519",5868
Saint Lucia,1986,110000,"289,689,704",2634
Saint Lucia,1987,111300,"319,998,987",2875
Saint Lucia,1988,113000,"366,541,091",3244
Saint Lucia,1989,118566,"415,518,112",3505
Saint Lucia,1990,120537,"483,962,431",4015
Saint Lucia,1991,122496,"513,753,818",4194
Saint Lucia,1992,124223,"566,894,749",4564
Saint Lucia,1993,125846,"574,870,405",4568
Saint Lucia,1994,127557,"600,005,564",4704
Saint Lucia,1995,129466,"640,449,501",4947
Saint Lucia,1996,131621,"662,196,185",5031
Saint Lucia,1997,133967,"676,949,594",5053
Saint Lucia,1998,136400,"737,554,872",5407
Saint Lucia,1999,138813,"775,934,813",5590
Saint Lucia,2000,141100,"784,159,229",5557
Saint Lucia,2001,143166,"743,808,076",5195
Saint Lucia,2002,145168,"748,346,606",5155
Saint Lucia,2003,147127,"823,837,141",5599
Saint Lucia,2004,149121,"893,107,211",5989
Saint Lucia,2005,151169,"951,207,366",6292
Saint Lucia,2006,153460,"1,134,193,630",7391
Saint Lucia,2008,157876,"1,282,215,407",8122
Saint Lucia,2009,159820,"1,262,973,407",7902
Saint Lucia,2010,161503,"1,381,968,259",8557
Saint Lucia,2011,162892,"1,437,684,815",8826
Saint Lucia,2012,163940,"1,436,803,333",8764
Saint Lucia,2013,164790,"1,489,928,889",9041
Saint Lucia,2014,165596,"1,551,921,037",9372
Saint Vincent and Grenadines,1985,89800,"145,641,704",1622
Saint Vincent and Grenadines,1986,90800,"160,846,667",1771
Saint Vincent and Grenadines,1987,92036,"175,580,630",1908
Saint Vincent and Grenadines,1990,94141,"240,365,259",2553
Saint Vincent and Grenadines,1995,95974,"316,008,481",3293
Saint Vincent and Grenadines,1996,96095,"331,489,704",3450
Saint Vincent and Grenadines,1997,96255,"347,770,000",3613
Saint Vincent and Grenadines,1998,96449,"373,619,852",3874
Saint Vincent and Grenadines,1999,96685,"390,719,148",4041
Saint Vincent and Grenadines,2000,96956,"396,270,000",4087
Saint Vincent and Grenadines,2001,97341,"430,040,370",4418
Saint Vincent and Grenadines,2002,97799,"461,883,444",4723
Saint Vincent and Grenadines,2003,98292,"481,806,296",4902
Saint Vincent and Grenadines,2004,98740,"521,975,111",5286
Saint Vincent and Grenadines,2005,99118,"550,728,667",5556
Saint Vincent and Grenadines,2006,99463,"610,930,037",6142
Saint Vincent and Grenadines,2007,99689,"651,833,333",6539
Saint Vincent and Grenadines,2008,99826,"695,428,852",6966
Saint Vincent and Grenadines,2009,99927,"674,922,481",6754
Saint Vincent and Grenadines,2010,100050,"681,225,963",6809
Saint Vincent and Grenadines,2011,100037,"676,129,407",6759
Saint Vincent and Grenadines,2012,100167,"692,933,741",6918
Saint Vincent and Grenadines,2013,100398,"721,207,148",7183
Saint Vincent and Grenadines,2014,100676,"725,185,185",7203
Saint Vincent and Grenadines,2015,100948,"756,666,667",7496
San Marino,1999,25192,"1,215,640,315",48255
San Marino,2000,25369,"1,101,897,918",43435
San Marino,2005,28264,"1,958,711,603",69301
Serbia,1998,7179002,"18,284,194,680",2547
Serbia,1999,7162831,"18,409,364,147",2570
Serbia,2000,7149140,"6,540,247,190",915
Serbia,2001,7142410,"12,267,175,481",1718
Serbia,2002,7138113,"16,116,843,146",2258
Serbia,2003,7111975,"21,188,704,081",2979
Serbia,2004,7086364,"24,861,483,281",3508
Serbia,2005,7058982,"26,252,007,830",3719
Serbia,2006,7031811,"30,607,991,862",4353
Serbia,2007,7009610,"40,289,556,656",5748
Serbia,2008,6988532,"49,259,526,053",7049
Serbia,2009,6968240,"42,616,653,300",6116
Serbia,2010,6944871,"39,460,357,731",5682
Serbia,2011,6900027,"46,466,728,667",6734
Serbia,2012,6867174,"40,742,313,861",5933
Serbia,2013,6832840,"45,519,650,911",6662
Serbia,2014,6801810,"44,210,806,366",6500
Serbia,2015,6766406,"37,160,332,465",5492
Seychelles,1985,57300,"168,887,539",2947
Seychelles,1986,57400,"207,850,624",3621
Seychelles,1987,58300,"249,267,040",4276
Seychelles,2001,75363,"622,262,057",8257
Seychelles,2002,76904,"697,518,248",9070
Seychelles,2003,78402,"705,704,816",9001
Seychelles,2004,79735,"839,319,927",10526
Seychelles,2005,80900,"919,103,255",11361
Seychelles,2006,81691,"1,016,418,229",12442
Seychelles,2007,82331,"1,033,561,654",12554
Seychelles,2008,82900,"967,199,594",11667
Seychelles,2009,83429,"847,397,850",10157
Seychelles,2010,83885,"969,936,525",11563
Seychelles,2011,80717,"1,065,826,670",13204
Seychelles,2012,81224,"1,059,498,884",13044
Seychelles,2013,82541,"1,328,091,524",16090
Seychelles,2014,83845,"1,342,997,306",16018
Seychelles,2015,85949,"1,375,604,279",16005
Singapore,1985,2350500,"19,138,296,376",8142
Singapore,1986,2379300,"18,569,292,305",7805
Singapore,1987,2407800,"20,897,630,201",8679
Singapore,1988,2393400,"25,337,226,971",10586
Singapore,1989,2431100,"30,423,573,842",12514
Singapore,1990,2511800,"36,152,027,893",14393
Singapore,1991,2559300,"45,474,442,836",17768
Singapore,1992,2604000,"52,156,414,979",20029
Singapore,1993,2655800,"60,644,572,348",22835
Singapore,1994,2712200,"73,777,792,327",27202
Singapore,1995,2765300,"87,890,009,877",31783
Singapore,1996,2823100,"96,403,758,865",34148
Singapore,1997,2880000,"100,163,995,151",34779
Singapore,1998,2940200,"85,707,636,233",29150
Singapore,1999,2997100,"86,283,126,844",28789
Singapore,2000,3047600,"95,833,932,715",31446
Singapore,2001,3103000,"89,286,208,629",28774
Singapore,2002,3165200,"91,941,192,896",29048
Singapore,2003,3226200,"97,001,377,569",30067
Singapore,2004,3281400,"114,188,557,567",34799
Singapore,2005,3342400,"127,417,688,056",38122
Singapore,2006,3411900,"147,797,218,201",43318
Singapore,2007,3389600,"179,981,288,567",53098
Singapore,2008,3448900,"192,225,881,688",55735
Singapore,2009,3536100,"192,408,387,762",54413
Singapore,2010,3576800,"236,421,782,178",66099
Singapore,2011,3600900,"275,966,926,379",76638
Singapore,2012,3631600,"290,673,681,684",80040
Singapore,2013,3661456,"304,454,327,499",83151
Singapore,2014,3689370,"311,539,499,645",84442
Singapore,2015,3719115,"304,097,759,674",81766
Slovakia,1992,4909228,"15,431,288,006",3143
Slovakia,1993,4935260,"16,452,201,101",3334
Slovakia,1994,4974858,"20,079,363,626",4036
Slovakia,1995,5005232,"25,733,043,137",5141
Slovakia,1996,5032436,"27,821,913,815",5529
Slovakia,1997,5058389,"27,660,149,541",5468
Slovakia,1998,5081100,"29,828,899,206",5871
Slovakia,1999,5098200,"30,415,095,887",5966
Slovakia,2000,5111813,"29,114,875,622",5696
Slovakia,2001,5100256,"30,703,017,450",6020
Slovakia,2002,5107584,"35,083,608,131",6869
Slovakia,2003,5113982,"46,731,767,494",9138
Slovakia,2004,5121210,"57,240,535,138",11177
Slovakia,2005,5126946,"62,697,540,107",12229
Slovakia,2006,5129369,"70,596,729,394",13763
Slovakia,2007,5132660,"86,304,245,825",16815
Slovakia,2008,5137067,"100,324,627,215",19530
Slovakia,2009,5141744,"88,945,625,174",17299
Slovakia,2010,5147562,"89,501,012,916",17387
Slovakia,2012,5116922,"93,413,992,956",18256
Slovakia,2013,5122209,"98,478,349,315",19226
Slovakia,2014,5129686,"100,948,236,941",19679
Slovenia,1995,1884000,"21,273,055,398",11291
Slovenia,1996,1893100,"21,480,023,017",11346
Slovenia,1997,1883900,"20,749,140,606",11014
Slovenia,1998,1880300,"22,125,435,372",11767
Slovenia,1999,1884400,"22,689,994,990",12041
Slovenia,2000,1886483,"20,342,201,356",10783
Slovenia,2001,1901330,"20,875,387,068",10979
Slovenia,2002,1906124,"23,563,576,758",12362
Slovenia,2003,1907589,"29,697,448,108",15568
Slovenia,2004,1907862,"34,470,227,454",18067
Slovenia,2005,1911817,"36,346,974,008",19012
Slovenia,2006,1918570,"39,587,732,029",20634
Slovenia,2007,1927332,"48,114,688,201",24964
Slovenia,2008,1943758,"55,589,849,128",28599
Slovenia,2009,1942037,"50,244,793,832",25872
Slovenia,2010,1944774,"48,013,606,745",24689
Slovenia,2011,1944561,"51,290,792,018",26377
Slovenia,2012,1945988,"46,352,802,766",23820
Slovenia,2013,1948276,"48,116,256,926",24697
Slovenia,2014,1951786,"49,904,928,335",25569
Slovenia,2015,1954632,"43,072,415,017",22036
South Africa,1996,37773652,"147,607,982,695",3908
South Africa,1997,38528157,"152,586,154,514",3960
South Africa,1998,39232468,"137,774,361,015",3512
South Africa,1999,39907560,"136,631,966,609",3424
South Africa,2000,40568559,"136,361,854,808",3361
South Africa,2001,41185599,"121,600,818,310",2953
South Africa,2002,41803868,"115,748,110,113",2769
South Africa,2003,42415309,"175,256,916,996",4132
South Africa,2004,43005874,"228,937,347,866",5323
South Africa,2005,43566107,"257,671,413,751",5914
South Africa,2006,44079057,"271,811,088,781",6166
South Africa,2007,44577435,"299,033,511,000",6708
South Africa,2008,43680586,"287,099,991,517",6573
South Africa,2009,45607048,"297,216,730,669",6517
South Africa,2010,46176200,"375,298,134,440",8128
South Africa,2011,46806739,"416,878,162,441",8906
South Africa,2012,47484256,"396,332,702,639",8347
South Africa,2013,48192699,"366,829,390,479",7612
South Africa,2014,48912129,"350,904,575,292",7174
South Africa,2015,49627460,"317,741,039,198",6403
Spain,1985,35997000,"180,302,412,231",5009
Spain,1986,36223000,"250,638,463,467",6919
Spain,1987,36425700,"317,882,187,037",8727
Spain,1988,36597300,"375,138,723,325",10250
Spain,1989,36740400,"413,630,538,018",11258
Spain,1990,36861400,"535,101,248,776",14517
Spain,1991,36958100,"575,598,537,070",15574
Spain,1992,37000900,"629,202,392,004",17005
Spain,1993,37122100,"523,649,481,762",14106
Spain,1994,37203100,"529,121,577,320",14223
Spain,1995,37275300,"612,939,685,081",16444
Spain,1996,37341200,"640,998,292,395",17166
Spain,1997,37405000,"588,692,045,455",15738
Spain,1998,37458900,"617,041,986,858",16473
Spain,1999,37789271,"633,194,118,900",16756
Spain,2000,38319996,"595,402,616,547",15538
Spain,2001,38713504,"625,975,838,926",16169
Spain,2002,39340611,"705,145,868,624",17924
Spain,2003,39947556,"906,853,273,138",22701
Spain,2004,40555823,"1,069,555,500,372",26372
Spain,2005,41195479,"1,157,276,458,152",28092
Spain,2006,41808848,"1,264,551,499,185",30246
Spain,2007,42547327,"1,479,341,637,011",34769
Spain,2008,43199484,"1,635,015,380,108",37848
Spain,2009,43490086,"1,499,099,749,931",34470
Spain,2010,43595356,"1,431,616,749,640",32839
Spain,2011,43642571,"1,488,067,258,325",34097
Spain,2012,44318859,"1,336,018,949,806",30146
Spain,2013,44227625,"1,361,854,206,549",30792
Spain,2014,44172771,"1,376,910,811,041",31171
Spain,2015,44186528,"1,197,789,902,774",27108
Sri Lanka,1985,13857000,"5,978,460,972",431
Sri Lanka,1986,14101400,"6,405,210,564",454
Sri Lanka,1996,16654427,"13,897,738,375",834
Sri Lanka,1997,16775409,"15,091,913,884",900
Sri Lanka,1998,16897691,"15,794,972,847",935
Sri Lanka,1999,17020287,"15,656,327,860",920
Sri Lanka,2000,17140342,"16,330,814,180",953
Sri Lanka,2001,17266961,"15,749,753,805",912
Sri Lanka,2002,17395955,"16,536,535,647",951
Sri Lanka,2003,17524596,"18,881,765,437",1077
Sri Lanka,2006,17891558,"28,267,410,543",1580
Suriname,1985,322700,"873,250,000",2706
Suriname,1986,326294,"891,000,000",2731
Suriname,1987,332013,"979,850,000",2951
Suriname,1988,339611,"1,160,900,000",3418
Suriname,1989,347723,"542,520,000",1560
Suriname,1990,348700,"388,300,000",1114
Suriname,1991,363079,"448,300,000",1235
Suriname,1992,370194,"404,600,000",1093
Suriname,1995,389414,"693,970,588",1782
Suriname,1996,395805,"860,630,923",2174
Suriname,1997,401814,"929,607,500",2314
Suriname,1998,407606,"945,000,000",2318
Suriname,1999,413303,"885,444,186",2142
Suriname,2000,419001,"892,164,394",2129
Suriname,2001,424515,"763,465,550",1798
Suriname,2002,430176,"1,078,402,128",2507
Suriname,2003,435946,"1,271,196,078",2916
Suriname,2004,441717,"1,484,092,538",3360
Suriname,2005,447445,"1,793,754,805",4009
Suriname,2006,453293,"2,626,380,435",5794
Suriname,2007,459086,"2,936,612,022",6397
Suriname,2008,464789,"3,532,969,035",7601
Suriname,2009,470448,"3,875,409,836",8238
Suriname,2010,476052,"4,368,398,048",9176
Suriname,2011,481521,"4,422,276,622",9184
Suriname,2012,486964,"4,980,000,000",10227
Suriname,2013,492359,"5,145,757,576",10451
Suriname,2014,497701,"5,240,606,061",10530
Sweden,1987,7909000,"180,429,286,796",22813
Sweden,1988,7930900,"204,068,257,818",25731
Sweden,1989,7964800,"214,875,344,910",26978
Sweden,1990,8005700,"258,154,283,909",32246
Sweden,1991,8041100,"270,362,531,377",33623
Sweden,1992,8073200,"280,312,318,915",34721
